Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD),Year,Funding Segment
2016-02-17,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,10.0,2016,Small Startup
2015-01-19,CBS,Industry / Vertical,Sub-Vertical,City / Location,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,2015,Small Startup
2015-01-19,Enabli,Industry / Vertical,Sub-Vertical,City / Location,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,2015,Small Startup
2015-01-19,Yo Grad,Industry / Vertical,Sub-Vertical,City / Location,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,2015,Small Startup
2015-01-19,Play your sport,Industry / Vertical,Sub-Vertical,City / Location,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,2015,Small Startup
2015-01-19,Hostel Dunia,Industry / Vertical,Sub-Vertical,City / Location,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,2015,Small Startup
2015-02-02,Leaf,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed,16600.0,2015,Small Startup
2015-02-02,CleverSharks,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed,16600.0,2015,Small Startup
2015-02-02,Dealwithus,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed,16600.0,2015,Small Startup
2015-02-02,Chloroplast Foods,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed,16600.0,2015,Small Startup
2015-02-02,InstaBounce,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed,16600.0,2015,Small Startup
2015-02-02,Faaya,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed,16600.0,2015,Small Startup
2017-01-30,Maptags,Consumer Internet,Smart Online address tags,Bengaluru,The Ten Minute Million,Seed Funding,18000.0,2017,Small Startup
2015-07-08,33Coupons,Coupon Aggregator Platform,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed Funding,20000.0,2015,Small Startup
2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bengaluru,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,Small Startup
2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurugram,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,Small Startup
2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,Small Startup
2016-02-02,MaaxMarket,Consumer Internet,Marketing Automation platform,Unknown,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,Small Startup
2017-01-30,Cloudrino,Technology,Cloud based Virtual Servers,Delhi,The Ten Minute Million,Seed Funding,22500.0,2017,Small Startup
2016-10-14,Newspatrolling,Consumer Internet,Online News portal,Delhi,Undisclosed,Seed Funding,25000.0,2016,Small Startup
2016-08-06,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,27000.0,2016,Small Startup
2016-02-03,Woodpie,Consumer Internet,Book Recommendation Service,Bengaluru,Ingram Content Group,Seed Funding,30000.0,2016,Small Startup
2017-03-07,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,30000.0,2017,Small Startup
2016-03-19,goSporto,Consumer Internet,Online Sports discovery and booking platform,Delhi,Naveen Gupta,Seed Funding,30000.0,2016,Small Startup
2016-02-04,Perfumery,ECommerce,Fragrances & Perfume eTailer,Delhi,Oranda Global & Others,Seed Funding,30000.0,2016,Small Startup
2016-06-13,Matrubharti,Consumer Internet,e-Book Publisher,Unknown,Viridian Capital,Seed Funding,30000.0,2016,Small Startup
2015-01-07,Stridalyzer,Industry / Vertical,Sub-Vertical,City / Location,Kickstarter,Crowd Funding,30768.0,2015,Small Startup
2016-02-22,Styledotme,Consumer Internet,Mobile Fashion App,Delhi,Indian Angel Network,Seed Funding,37000.0,2016,Small Startup
2017-11-27,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/Angel Funding,39000.0,2017,Small Startup
2017-02-08,Edurev,Consumer Internet,Online Education Portal,Gurugram,Facebook FB Start programme,Seed Funding,40000.0,2017,Small Startup
2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed Funding,40000.0,2017,Small Startup
2017-02-18,Blood n Care,Consumer Internet,First Aid care app,Gurugram,Facebook FBStart,Seed Funding,40000.0,2017,Small Startup
2017-02-17,Leopetra,ECommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,40000.0,2017,Small Startup
2016-04-08,imedilane,Consumer Internet,Online Health Diagnosis platform,Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0,2016,Small Startup
2016-01-20,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Saïd Business School Seed Fund.,Seed ,40000.0,2016,Small Startup
2016-08-08,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,40000.0,2016,Small Startup
2016-11-05,Medzin,ECommerce,Online ordering & Delivery of medicines,Delhi,A M Sikander,Seed Funding,45000.0,2016,Small Startup
2016-01-08,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45000.0,2016,Small Startup
2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Not Disclosed,Seed / Angel Funding,46140.0,2018,Small Startup
2016-06-29,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,50000.0,2016,Small Startup
2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000.0,2016,Small Startup
2016-02-15,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurugram,Mukesh Kumar Gupta,Seed Funding,50000.0,2016,Small Startup
2017-05-09,Curie Labs,Technology,Energy Analytics startup,Delhi,Satoshi Studios,Seed Funding,50000.0,2017,Small Startup
2015-10-14,AskMyGift,Personalized Wish List creator app,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,50000.0,2015,Small Startup
2017-01-22,MessaGif,Consumer Internet,social messaging platform,Delhi,Undisclosed investor,Seed Funding,50000.0,2017,Small Startup
2016-12-20,VivoCarat,ECommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,50000.0,2016,Small Startup
2017-12-11,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed/Angel Funding,50000.0,2017,Small Startup
2017-12-11,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,50000.0,2017,Small Startup
2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bengaluru,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,50000.0,2017,Small Startup
2016-02-05,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,52000.0,2016,Small Startup
2017-01-30,FabX,ECommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding,68000.0,2017,Small Startup
2016-02-25,Funcart,ECommerce,Party Supplies Etailer,Delhi,Undisclosed HNIs,Seed Funding,70000.0,2016,Small Startup
2015-10-09,Stockroom.io,Developer Portfolio Showcase platform,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,2015,Small Startup
2016-02-18,HealthKumbh,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed investor,Seed Funding,73000.0,2016,Small Startup
2016-06-03,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,75000.0,2016,Small Startup
2016-05-07,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,75000.0,2016,Small Startup
2015-10-09,Zeppery,Food Ordering & Delivery App,Food Ordering & Delivery App,Delhi,Suyash Sharma,Seed Funding,77000.0,2015,Small Startup
2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,Raw Meat & Ready to eat food etailer,Gurugram,Undisclosed Investors,Seed Funding,77000.0,2015,Small Startup
2015-10-27,Happitoo,Location based Nightlife recommendation  Platform,Location based Nightlife recommendation  Platform,Mumbai,Unnamed investor,Seed Funding,77000.0,2015,Small Startup
2015-08-10,eSadar,ECommerce,ecommerce,Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,2015,Small Startup
2018-01-12,Kuants,Technology,Algorithmic Trading,Gurugram,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000.0,2018,Small Startup
2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,2015,Small Startup
2016-02-05,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,81000.0,2016,Small Startup
2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,Delhi,vCommission,Seed Funding,89000.0,2016,Small Startup
2016-11-21,Bats on delivery,Consumer Internet,"Online food, Grocery ordering & Delivery",Gurugram,Devdeep Singh,Seed Funding,90000.0,2016,Small Startup
2017-02-27,Johari Shop,ECommerce,Online Jewellery etailer,Bengaluru,Undisclosed Investors,Seed Funding,94000.0,2017,Small Startup
2015-10-19,Holidify,Travel Destination Discovery platform,Travel Destination Discovery platform,Delhi,Aarti Group,Seed Funding,100000.0,2015,Small Startup
2015-08-11,RainCan,Subscription based Online Grocery platform,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,2015,Small Startup
2015-10-21,MealHopper,Home Made Food Marketplace,Home Made Food Marketplace,Gurugram,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,2015,Small Startup
2015-05-01,Termsheet,Fund Raising Platform,Fund Raising Platform,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0,2015,Small Startup
2015-02-05,Aisle.co,Industry / Vertical,Sub-Vertical,City / Location,"Anand Vijay, Shashank Mehrotra & Others",Seed,100000.0,2015,Small Startup
2015-11-23,Medikoe,Healthcare Services Discovery platform,Healthcare Services Discovery platform,Bengaluru,Anil Menon,Seed Funding,100000.0,2015,Small Startup
2015-09-04,Blubox,ECommerce Brands’ Full Service Agency,ECommerce Brands’ Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,100000.0,2015,Small Startup
2018-02-14,Toppr,Ed-Tech,Education/E-learning,Mumbai,Axis Capital Partners,Private Equity,100000.0,2018,Small Startup
2016-03-04,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurugram,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0,2016,Small Startup
2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0,2016,Small Startup
2016-12-15,SERV’D,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,100000.0,2016,Small Startup
2016-07-26,Big Deal,Consumer Internet,Student Deals Discovery Platform,Delhi,EVC Ventures,Seed Funding,100000.0,2016,Small Startup
2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000.0,2016,Small Startup
2015-12-04,CaRPM,Car Maintenance & Management mobile app,Car Maintenance & Management mobile app,Gurugram,GHV Accelerator,Seed Funding,100000.0,2015,Small Startup
2015-12-04,Applop,On Demand Mobile app developer,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,100000.0,2015,Small Startup
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,on-Demand Washing & Dry-Cleaning,Delhi,GHV Accelerator,Seed Funding,100000.0,2015,Small Startup
2015-12-07,Coolshare,Cab Sharing service Mobile app,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,100000.0,2015,Small Startup
2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,Gym & Fitness Studios Subscription platform,Delhi,Green House Ventures,Seed Funding,100000.0,2015,Small Startup
2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,Online Car Rental Affiliates,Delhi,Green House Ventures,Seed Funding,100000.0,2015,Small Startup
2016-02-08,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurugram,Green House Ventures (GHV),Seed Funding,100000.0,2016,Small Startup
2016-02-08,AdUrCup,Consumer Internet,Ad Network,Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016,Small Startup
2016-02-03,RoadGods,ECommerce,Auto Spare Parts eTailer,Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016,Small Startup
2016-02-03,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,100000.0,2016,Small Startup
2016-10-07,RayIOT,Technology,Baby Monitoring Devices manufacturer,Bengaluru,HAX Accelerator,Seed Funding,100000.0,2016,Small Startup
2015-08-14,VoxWeb,Picture based Social App,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0,2015,Small Startup
2016-10-29,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bengaluru,Kalaari Capital,Seed Funding,100000.0,2016,Small Startup
2016-08-24,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,100000.0,2016,Small Startup
2016-10-29,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000.0,2016,Small Startup
2016-10-29,Velmenni,Technology,LiFi based wireless communication provider,Delhi,Kalaari Capital,Seed Funding,100000.0,2016,Small Startup
2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0,2016,Small Startup
2016-11-30,Interviewpad,Technology,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed Funding,100000.0,2016,Small Startup
2016-10-25,SooperMO,Technology,Android utility app suite creator,Gurugram,Lalit Vase,Seed Funding,100000.0,2016,Small Startup
2015-10-12,Gridle,Cloud Based Collaboration platform,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,100000.0,2015,Small Startup
2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000.0,2017,Small Startup
2016-01-07,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100000.0,2016,Small Startup
2017-04-11,MergerWare,Technology,Software solutions for M&As,Bengaluru,Philippe Bouchet,Seed Funding,100000.0,2017,Small Startup
2015-03-27,Chargein,Industry / Vertical,Sub-Vertical,City / Location,Pittie Group,Seed Funding,100000.0,2015,Small Startup
2016-04-14,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0,2016,Small Startup
2016-08-23,Notesgen,Consumer Internet,Online Notes Sharing Portal,Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,100000.0,2016,Small Startup
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,100000.0,2016,Small Startup
2016-01-13,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bengaluru,Shiva Ashok & Other unnamed investors,Seed Funding,100000.0,2016,Small Startup
2015-03-27,Urjas,Industry / Vertical,Sub-Vertical,City / Location,Solidarity Venture Capital & others,Seed Funding,100000.0,2015,Small Startup
2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,100000.0,2016,Small Startup
2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,Industrial Supplies B2B ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,2015,Small Startup
2015-09-01,TOFlo,FinTech Startup Incubation platform,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,2015,Small Startup
2016-12-02,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,Delhi,Undisclosed,Seed Funding,100000.0,2016,Small Startup
2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Undisclosed investor,Seed Funding,100000.0,2016,Small Startup
2016-11-28,Kloseby,Consumer Internet,proximity based  Rewards platform,Bengaluru,Undisclosed Investor,Seed Funding,100000.0,2016,Small Startup
2016-06-07,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Undisclosed Investor,Seed Funding,100000.0,2016,Small Startup
2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,100000.0,2017,Small Startup
2016-02-22,First Eat,Consumer Internet,Healthy Food Delivery platform,Delhi,Undisclosed investor,Seed Funding,100000.0,2016,Small Startup
2017-09-12,3HCare,Consumer Internet,Healthcare services portal,Delhi,Undisclosed Investor,Seed Funding,100000.0,2017,Small Startup
2015-11-21,Talkoot,Social platform for traders and investors,Social platform for traders and investors,Bengaluru,Undisclosed investors,Seed Funding,100000.0,2015,Small Startup
2015-12-03,EasyKhaana,Online Food ordering & Delivery platform,Online Food ordering & Delivery platform,Delhi,Undisclosed investors,Seed Funding,100000.0,2015,Small Startup
2016-03-07,Medidaili,Consumer Internet,Medical Support service platform,Bengaluru,Undisclosed private investors,Seed Funding,100000.0,2016,Small Startup
2016-06-29,LetReach,ECommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000.0,2016,Small Startup
2016-04-29,LetReach,ECommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000.0,2016,Small Startup
2017-01-10,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,100000.0,2017,Small Startup
2016-08-30,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000.0,2016,Small Startup
2017-01-30,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,106000.0,2017,Small Startup
2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0,2016,Small Startup
2015-11-25,Tooler,On Demand Laundry Services App,On Demand Laundry Services App,Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0,2015,Small Startup
2015-03-28,Yogurt Labs,Industry / Vertical,Sub-Vertical,City / Location,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,115000.0,2015,Small Startup
2017-10-23,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,118000.0,2017,Small Startup
2016-07-28,Tiyo,Consumer Internet,Doctor Discovery & healthcare info platform,Kolkata,"Anish K, Ajith Nair",Seed Funding,120000.0,2016,Small Startup
2015-03-02,InstaLively,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,120000.0,2015,Small Startup
2015-06-20,Cupick,Social Network for Artists,Social Network for Artists,Bengaluru,Group of Angel Investors from US/India,Seed Funding,120000.0,2015,Small Startup
2015-04-06,InstaLively,Video Streaming,Video Streaming,Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000.0,2015,Small Startup
2017-09-14,WheelStreet,Consumer Portal,Bike Rental Platform,Bengaluru,Y Combinator,Seed Funding,120000.0,2017,Small Startup
2015-03-23,RazorPay,Industry / Vertical,Sub-Vertical,City / Location,Y Combinator,Seed Funding,120000.0,2015,Small Startup
2018-08-03,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,120000.0,2018,Small Startup
2017-03-08,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,120000.0,2017,Small Startup
2017-10-28,CashFree,Technology,Payments Platform for Marketplaces and Fintechs,Delhi,Y Combinator,Seed Funding,120000.0,2017,Small Startup
2016-12-16,TripShelf,Consumer Internet,Holiday Packages provider,Delhi,"GEMS Advisory, Quarizon",Seed Funding,123000.0,2016,Small Startup
2015-09-21,LafaLafa,coupons and cashback aggregator app,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000.0,2015,Small Startup
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,125000.0,2018,Small Startup
2016-02-12,ActOnMagic,Technology,Cloud Analytics and Management Products,Bengaluru,Jayabalan Subramanian,Seed Funding,125000.0,2016,Small Startup
2017-08-25,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bengaluru,"PBS Srinivas, Vinod Martin,",Seed Funding,125000.0,2017,Small Startup
2015-01-07,Nurturey,Industry / Vertical,Sub-Vertical,City / Location,Seedrs Crowd funding platform,Crowd funding,125000.0,2015,Small Startup
2015-10-30,LiftO,Ridesharing Mobile app,Ridesharing Mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,2015,Small Startup
2016-07-29,Lemon Leaf,Technology,Fresh Fruit and Vegetable Supply Chain Tech Builder,Delhi,"Saurabh Sahni, Tushar Gupta",Seed Funding,133000.0,2016,Small Startup
2015-01-05,Gympik,Industry / Vertical,Sub-Vertical,City / Location,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,135000.0,2015,Small Startup
2015-06-09,Teritree,Digital Marketing Services,Digital Marketing Services,Bengaluru,KCL,Seed Funding,140000.0,2015,Small Startup
2015-01-31,couponmachine.in,Industry / Vertical,Sub-Vertical,City / Location,UK based Group of Angel Investors,Seed Funding,140000.0,2015,Small Startup
2016-07-26,WakoW,Consumer Internet,Hyperlocal Interest based Mobile Social Network,Delhi,Undisclosed Investor,Seed Funding,141000.0,2016,Small Startup
2018-12-04,Nagpur Wholesale,Online Marketplace,eCommerce,Nagpur,Omphalos Ventures India LLP,Seed Funding,143000.0,2018,Small Startup
2016-05-01,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,145000.0,2016,Small Startup
2019-07-01,WizCounsel,Compliance,Consulting,Delhi,Kapil Dev,Angel,145000.0,2019,Small Startup
2016-02-26,Freedom Smart Labs,Technology,IoT retail solutions,Delhi,Kapil Goel,Seed Funding,145000.0,2016,Small Startup
2017-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,"Ajith Nair, Anish K",Seed Funding,147000.0,2017,Small Startup
2016-12-06,Diro Labs,Consumer Internet,Mobile Contacts Management app,Delhi,Info Edge (India),Seed Funding,147000.0,2016,Small Startup
2016-11-17,Pictor Imaging,Consumer Internet,Product Photography Mobile App,Mumbai,Quarizon,Seed Funding,147000.0,2016,Small Startup
2016-11-22,Noddapp,Consumer Internet,App based networking platform,Mumbai,Undisclosed multiple investors,Seed Funding,147000.0,2016,Small Startup
2016-11-22,Awesummly,Consumer Internet,Short News Mobile App,Bengaluru,"Vivek Bhargava, Ameera Shah",Seed Funding,147000.0,2016,Small Startup
2016-06-24,KabadiExpress,Others,Free Door Step Scrap Pickup Service,Delhi,Undisclosed investor,Seed Funding,148000.0,2016,Small Startup
2018-02-15,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey ,Seed / Angel Funding,148434.0,2018,Small Startup
2016-08-30,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurugram,Rajasthan Angel Investor Network & Others,Seed Funding,149000.0,2016,Small Startup
2017-12-21,EasyEcom,ECommerce,Ecommerce enabler platform,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,150000.0,2017,Small Startup
2016-11-04,Corseco,Technology,AI-based Software as a Service Solution provider,Delhi,"Ameera Shah, Vivek Bhargava",Seed Funding,150000.0,2016,Small Startup
2017-03-06,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurugram,"Aneesh Seth, Tushar Mittal",Seed Funding,150000.0,2017,Small Startup
2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bengaluru,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000.0,2016,Small Startup
2016-01-06,PlanMy,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,150000.0,2016,Small Startup
2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurugram,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0,2016,Small Startup
2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0,2016,Small Startup
2016-09-10,CureInstant,Consumer Internet,Social Health Networking Platform,Delhi,Dr. Rameshwar Kumar,Seed Funding,150000.0,2016,Small Startup
2015-05-08,GrandOpinion,Online Medical Diagnostic,Online Medical Diagnostic,Delhi,Florida based Angel investor,Seed Funding,150000.0,2015,Small Startup
2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.0,2016,Small Startup
2015-10-23,Leaping Caravan,Online food ordering & Delivery service,Online food ordering & Delivery service,Gurugram,Group of Angel investors,Seed Funding,150000.0,2015,Small Startup
2015-10-23,Medd,Personal Diagnostic Mobile App,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,150000.0,2015,Small Startup
2016-05-12,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150000.0,2016,Small Startup
2015-10-05,Rock N Shop,Premium Apparel shopping portal,Premium Apparel shopping portal,Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,2015,Small Startup
2016-03-04,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,150000.0,2016,Small Startup
2015-11-09,Didi,On-demand Maids Service Provider,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,2015,Small Startup
2016-12-14,Qacco,Consumer Internet,Hotel Booking platform,Gurugram,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,150000.0,2016,Small Startup
2015-12-11,OnlineRTI,Online RTI application services,Online RTI application services,Bengaluru,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,2015,Small Startup
2015-12-29,Hotify,New Curation Mobile App,New Curation Mobile App,Bengaluru,Mahavir Pratap Sharma,Seed Funding,150000.0,2015,Small Startup
2018-04-05,IndigoLearn,Ed-Tech,Education/E-learning,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150000.0,2018,Small Startup
2016-07-28,MaxWholesale,ECommerce,B2B Wholesale Marketplace,Delhi,"Maple Capital Advisors, Abhinav Grover",Seed Funding,150000.0,2016,Small Startup
2017-09-25,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed Funding,150000.0,2017,Small Startup
