Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD),Year,Funding Segment
2017-07-12,Innoviti,Technology,Digital payments solutions,Bengaluru,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000.0,2017,Large Startup
2018-01-10,Appario Retail Pvt Ltd.,ECommerce,Retail,Delhi,Amazon-Patni JV,Private Equity,18840000.0,2018,Large Startup
2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform ,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000.0,2018,Large Startup
2016-09-30,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000.0,2016,Large Startup
2019-07-02,RenewBuy,Finance,Auto Insurance,Gurugram,"Lok Capital, IIFL Wealth",Series B,19000000.0,2019,Large Startup
2015-07-10,Loylty Rewards,Premium Loyalty Rewards Point Management,Premium Loyalty Rewards Point Management,Mumbai, IndianIdeas.com,Private Equity,19350000.0,2015,Large Startup
2017-03-04,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000.0,2017,Large Startup
2017-12-20,Spandana Sphoorty,Finance,Micro finance institution providing small ticket unsecured loans to women,Hyderabad,"Kedaraa Capital, Ontario Teachers'",Private Equity,19500000.0,2017,Large Startup
2016-01-20,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000000.0,2016,Large Startup
2015-08-19,MebelKart,Online Furniture Marketplace,Online Furniture Marketplace,Bengaluru,AskMe,Private Equity,20000000.0,2015,Large Startup
2017-07-04,Droom,ECommerce,Online marketplace for automobiles,Gurugram,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000.0,2017,Large Startup
2016-08-19,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000.0,2016,Large Startup
2015-12-04,NDTV Wedding portal,Online Wedding Marketplace,Online Wedding Marketplace,Delhi,CerraCap,Private Equity,20000000.0,2015,Large Startup
2016-11-23,Knowlarity,Consumer Internet,Cloud Telephony Platform,Bengaluru,"Delta Partners, Sequoia India,  Mayfield, Blacksoil, Trifecta Capital",Private Equity,20000000.0,2016,Large Startup
2018-01-15,Newgen Software,Technology,IT,Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,20000000.0,2018,Large Startup
2015-02-09,Faaso’s,Industry / Vertical,Sub-Vertical,City / Location,Lightbox Ventures,Private Equity,20000000.0,2015,Large Startup
2015-02-12,Stayzilla,Industry / Vertical,Sub-Vertical,City / Location,"Nexus Venture Partners, Matrix Partners",Private Equity,20000000.0,2015,Large Startup
2019-12-13,Rivigo,Technology,Logistics Services and Solutions,Gurugram,"SAIF Partners, Spring Canter Investment Ltd.",Series F,20000000.0,2019,Large Startup
2019-08-01,CarDekho,ECommerce,Automotive,Gurugram,SC GG India Mobility Holdings LLC,Series C,20000000.0,2019,Large Startup
2015-07-23,MedGenome,Clinical Genomics Provider,Clinical Genomics Provider,Bengaluru,Sequoia Capital,Private Equity,20000000.0,2015,Large Startup
2016-06-16,Voonik,ECommerce,Online Women’s Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,20000000.0,2016,Large Startup
2015-03-11,Groupon India,Industry / Vertical,Sub-Vertical,City / Location,Sequoia Capital,Private Equity,20000000.0,2015,Large Startup
2015-12-03,Shuttl,App based Bus Pooling Services,App based Bus Pooling Services,Gurugram,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000.0,2015,Large Startup
2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000.0,2017,Large Startup
2015-10-07,GoJavas,Delivery & Logistics Service provider,Delivery & Logistics Service provider,Gurugram,Snapdeal,Private Equity,20000000.0,2015,Large Startup
2015-07-09,News in shorts,News Aggregator mobile app,News Aggregator mobile app,Noida,Tiger Global,Private Equity,20000000.0,2015,Large Startup
2015-06-04,Zopper,Hyperlocal Shopping App,Hyperlocal Shopping App,Mumbai,"Tiger Global,  Nirvana Ventures Advisors",Private Equity,20000000.0,2015,Large Startup
2018-01-12,Razorpay,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,20000000.0,2018,Large Startup
2018-02-21,Capillary,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,20000000.0,2018,Large Startup
2015-08-11,Allygrow Technologies,engineering services company,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,2015,Large Startup
2018-02-05,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,21000000.0,2018,Large Startup
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,2018,Large Startup
2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0,2017,Large Startup
2016-01-25,Power2SME,Consumer Internet,SME Online Buying Hub,Gurugram,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000.0,2016,Large Startup
2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurugram,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,2017,Large Startup
2015-04-28,Naaptol.com,Tele-Shopping / eCommerce,Tele-Shopping / eCommerce,Mumbai,Mitsui & Co & existing investors,Private Equity,21500000.0,2015,Large Startup
2020-02-11,Chaayos,Cafe,Tea,Delhi,"Think Investment, Tiger Global, SAIF Partners, Integrated Capital and Neeraj Arora and Innoven Capital",Series B,21500000.0,2020,Large Startup
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000.0,2018,Large Startup
2019-01-04,Vyome Therapeutics Inc. ,Health and Wellness,Specialty pharmaceutical ,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,22000000.0,2019,Large Startup
2017-02-14,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,22400000.0,2017,Large Startup
2015-12-16,Housejoy,Home services marketplace,Home services marketplace,Bengaluru,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000.0,2015,Large Startup
2016-12-16,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,23000000.0,2016,Large Startup
2017-12-05,Tata Housing,Real Estate,Residential Project ,Mumbai,Hines,Private Equity,23000000.0,2017,Large Startup
2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment ",Private Equity,23000000.0,2018,Large Startup
2016-06-07,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000.0,2016,Large Startup
2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000.0,2018,Large Startup
2018-01-10,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000.0,2018,Large Startup
2016-08-25,ZoomCar,Consumer Internet,Self-driven car booking platform,Bengaluru,Ford Smart Mobility Llc,Private Equity,24000000.0,2016,Large Startup
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000.0,2018,Large Startup
2017-08-29,CureFit,Consumer Internet,End to End health and wellness platform.,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital,  UC-RNT fund",Private Equity,25000000.0,2017,Large Startup
2015-08-13,IFMR Holdings,Financial Inclusion platform,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,2015,Large Startup
2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,  Eight Roads Ventures",Private Equity,25000000.0,2017,Large Startup
2015-11-19,UrbanClap,Mobile Services Marketplace,Mobile Services Marketplace,Gurugram,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0,2015,Large Startup
2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,25000000.0,2016,Large Startup
2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bengaluru,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,  Falcon Edge",Private Equity,25000000.0,2016,Large Startup
2016-05-12,Capital Float,Consumer Internet,Online Lending,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,2016,Large Startup
2020-02-11,Moengage,Intelligent Marketing Cloud,Intelligent Marketing Cloud,San Francisco/ Bangalore,Eight Roads Ventures,Series C,25000000.0,2020,Large Startup
2015-07-23,Mswipe,Mobile Point of Sale payment solution,Mobile Point of Sale payment solution,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,2015,Large Startup
2016-07-26,Zoom Car,Consumer Internet,Self Driver Car Rentals,Bengaluru,"Ford Motor Company, Sequoia Capital, Reliance Ventures",Private Equity,25000000.0,2016,Large Startup
2017-07-26,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,Delhi,Goldman Sachs,Private Equity,25000000.0,2017,Large Startup
2015-03-25,OYO Rooms,Industry / Vertical,Sub-Vertical,City / Location,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,25000000.0,2015,Large Startup
2015-08-06,Ezetap,Mobile based PoS solution,Mobile based PoS solution,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,2015,Large Startup
2015-04-11,Zomato,Restaurant Reviews,Restaurant Reviews,Gurugram,Info Edge (India),Private Equity,25000000.0,2015,Large Startup
2015-10-19,Citrus Payment,Payments Solution platform,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,2015,Large Startup
2017-11-10,Qubole,Technology,Big Data based analytics platform,Bengaluru,"Singtel, Innov8, Harmony Partners",Private Equity,25000000.0,2017,Large Startup
2020-06-18,Drishti Technologies,Technology,"Artificial Intelligence, Video Analytics",Mumbai,Sozo Ventures,Series B,25000000.0,2020,Large Startup
2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix’s corporate financing arm, Electronic Development Fund",Private Equity,25000000.0,2018,Large Startup
2015-12-10,BlackBuck,Online Freight Services Aggregator,Online Freight Services Aggregator,Bengaluru,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0,2015,Large Startup
2015-04-08,MobiKwik,Digital / Mobile Wallet,Digital / Mobile Wallet,Gurugram,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000.0,2015,Large Startup
2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0,2016,Large Startup
2019-06-06,Chakr Innovation,Energy,Renewable Energy,Delhi,IAN Fund,Series A,26000000.0,2019,Large Startup
2017-09-06,Power2SME,ECommerce,Buying Club for Small Businesses,Gurugram,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,26000000.0,2017,Large Startup
2017-11-21,Portea,Healthcare,Healthcare facilities at doorstep,Bengaluru,"Sabre Partners, MEMG CDC",Private Equity,26000000.0,2017,Large Startup
2019-04-11,CleverTap,SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,26000000.0,2019,Large Startup
2019-11-15,Ninjacart,B2B Marketing,Agritech ,Bengaluru,Trifecta Capital Advisors,Debt Funding,26000000.0,2019,Large Startup
2019-06-04,Recykal,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh ",pre-Series A,26000000.0,2019,Large Startup
2015-02-02,FirstCry,Industry / Vertical,Sub-Vertical,City / Location,Valiant Capital Partners,Private Equity,26000000.0,2015,Large Startup
2017-12-13,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,27000000.0,2017,Large Startup
2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bengaluru,Hero MotoCorp,Private Equity,27000000.0,2016,Large Startup
2015-11-25,S Chand,Education Content Provider,Education Content Provider,Delhi,IFC Everstone Group,Private Equity,27000000.0,2015,Large Startup
2017-12-13,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,27000000.0,2017,Large Startup
2018-11-03,Veritas Finance Ltd.,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK’s Development Finance Institution and P Surendra Pai",Series D,27799000.0,2018,Large Startup
2015-04-20,Sulekha.com,Online Classifieds & Listings,Online Classifieds & Listings,Chennai,GIC ventures,Private Equity,28000000.0,2015,Large Startup
2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Private Equity,29000000.0,2018,Large Startup
2018-11-24,Engineer.ai ,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank’s DeepCore.",Series A,29500000.0,2018,Large Startup
2015-09-28,Ola Cabs,Cab Booking app platform,Cab Booking app platform,Bengaluru,Didi Kuaidi,Private Equity,30000000.0,2015,Large Startup
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,Delhi,Fosun International,Private Equity,30000000.0,2017,Large Startup
2015-07-08,Axtria,Big Data & Analytics platform,Big Data & Analytics platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015,Large Startup
2016-07-18,BlueStone,ECommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000.0,2016,Large Startup
2015-07-22,deGustibus,Fine Dining Restaurant Chain,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,2015,Large Startup
2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bengaluru,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000.0,2016,Large Startup
2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bengaluru,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000.0,2016,Large Startup
2015-12-07,Faasos,QSR Chain,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,30000000.0,2015,Large Startup
2015-12-17,Rivigo,Logistics Services Provider,Logistics Services Provider,Gurugram,SAIF Partners and others,Private Equity,30000000.0,2015,Large Startup
2015-02-12,Practo,Industry / Vertical,Sub-Vertical,City / Location,"Sequoia Capital, Matrix Partners",Private Equity,30000000.0,2015,Large Startup
2017-08-30,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000.0,2017,Large Startup
2015-07-06,Paper Boat,Ethnic Beverages manufacturer,Ethnic Beverages manufacturer,Gurugram,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015,Large Startup
2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,30000000.0,2016,Large Startup
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Automated Storage & Warehousing Solution,Gurugram,Tiger Global Management,Private Equity,30000000.0,2015,Large Startup
2015-08-05,Zo Rooms,Online budget hotel chain,Online budget hotel chain,Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,2015,Large Startup
2015-03-28,LimeRoad.com,Industry / Vertical,Sub-Vertical,City / Location,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,30000000.0,2015,Large Startup
2019-12-16,Licious,ECommerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,30000000.0,2019,Large Startup
2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.",Private Equity,30000000.0,2018,Large Startup
2017-09-11,Ecom Express,Logistics,Logistics Solutions provider,Delhi,Warburg Pincus,Private Equity,30000000.0,2017,Large Startup
2018-11-22,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,31000000.0,2018,Large Startup
2015-01-22,Caratlane.com,Industry / Vertical,Sub-Vertical,City / Location,Tiger Global,Private Equity,31000000.0,2015,Large Startup
2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000.0,2017,Large Startup
2016-09-21,Pepperfry,ECommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000.0,2016,Large Startup
2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,2016,Large Startup
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Private Equity,32000000.0,2018,Large Startup
2017-10-31,MSE,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000.0,2017,Large Startup
2015-11-17,CraftsVilla,Women Ethnic Wear  Online Marketplace,Women Ethnic Wear  Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0,2015,Large Startup
2017-08-30,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bengaluru,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000.0,2017,Large Startup
2017-01-09,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,35000000.0,2017,Large Startup
2016-01-22,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000000.0,2016,Large Startup
2015-06-02,Saama,Big Data & Analytics Services,Big Data & Analytics Services,Pune / US,Carrick Capital Partners,Private Equity,35000000.0,2015,Large Startup
2016-12-15,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,35000000.0,2016,Large Startup
2018-08-07,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,35000000.0,2018,Large Startup
2016-01-19,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bengaluru,"Harmony Partners, RB Investments & existing investors",Private Equity,35000000.0,2016,Large Startup
2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,35000000.0,2018,Large Startup
2017-07-25,Byju’s,Consumer Internet,Mobile Learning App,Bengaluru,Tencent Holdings,Private Equity,35000000.0,2017,Large Startup
2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,Hyper-Local Online/Mobile Grocery,Gurugram,"Tiger Global, Sequoia Capital",Private Equity,35000000.0,2015,Large Startup
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Hyperlocal Grocery Delivery,Gurugram,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,2015,Large Startup
2017-08-11,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurugram,Tekne Capital Management,Private Equity,36000000.0,2017,Large Startup
2018-01-10,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000.0,2018,Large Startup
2020-02-10,Pepperfry,ECommerce,Furniture,Mumbai,Pidilite Industries,Series F,37000000.0,2020,Large Startup
2016-08-22,Puro Wellness,healthcare,"Organic,  Natural  Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000.0,2016,Large Startup
2019-08-23,Zendrive,Automotive,Road Safety Analytics,San Francisco,XL Innovate,Series B,37000000.0,2019,Large Startup
2015-09-21,Portea Medical,Home Medical Care Services,Home Medical Care Services,Bengaluru,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,2015,Large Startup
2019-07-01,Uniphore,Artificial Intelligence,Speech Recognition,Taramani,March Capital Partners,Series C,38080000.0,2019,Large Startup
2019-08-01,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000.0,2019,Large Startup
2018-03-08,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors ,Private Equity,38400000.0,2018,Large Startup
2017-02-20,Flipkart,ECommerce,Online Marketplace,Bengaluru,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,38700000.0,2017,Large Startup
2017-10-04,PhonePe,Consumer Internet,Digital Wallet,Bengaluru,Flipkart,Private Equity,38700000.0,2017,Large Startup
2015-02-06,NewsHunt,Industry / Vertical,Sub-Vertical,City / Location,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,40000000.0,2015,Large Startup
2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Off-grid Solar Power,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,2015,Large Startup
2016-08-26,Mobikwik,Consumer Internet,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,40000000.0,2016,Large Startup
2015-04-15,PolicyBazaar,Online Policy Aggregator,Online Policy Aggregator,Gurugram,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,40000000.0,2015,Large Startup
2017-04-03,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000.0,2017,Large Startup
2015-09-03,Vistaar Finance,Small Business Financing (NBFC),Small Business Financing (NBFC),Bengaluru,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,40000000.0,2015,Large Startup
2015-09-02,Zivame,Online Lingerie Marketplace,Online Lingerie Marketplace,Bengaluru,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,2015,Large Startup
2020-05-19,Lendingkart,FinTech,"Financial Services, Lending, Micro Lending.",Ahmedabad,"Fullerton Financial Holdings Pte Ltd (FFH) and Bertelsmann India Investments, Sistema Asia Fund and India Quotient. ",Series D,42000000.0,2020,Large Startup
2018-11-25, InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,42000000.0,2018,Large Startup
2020-04-06,Swiggy,Online Food Delivery,Online Food Delivery,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, and Mirae Asset Capital Markets",Series 1,43000000.0,2020,Large Startup
2017-09-14,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,44000000.0,2017,Large Startup
2019-04-16,Kuvera,Finance,Wealth Management,Bengaluru,Eight Roads,Series A,45000000.0,2019,Large Startup
2015-09-02,Capillary Tech,Cloud software solutions,Cloud software solutions,Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,2015,Large Startup
2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,47000000.0,2018,Large Startup
2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,50000000.0,2018,Large Startup
2020-04-15,BigBasket,ECommerce,Online Grocery Delivery,Bengaluru,Alibaba Group,Debt Financing,50000000.0,2020,Large Startup
2015-08-12,BigBasket,Online & mobile Grocery store,Online & mobile Grocery store,Bengaluru,Bessemer Venture Partners,Private Equity,50000000.0,2015,Large Startup
2016-09-09,Byju’s,Education,Online Learning App,Bengaluru,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000.0,2016,Large Startup
2016-10-11,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,Bengaluru,Emerald Media,Private Equity,50000000.0,2016,Large Startup
2017-06-05,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,50000000.0,2017,Large Startup
2016-05-03,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurugram,"GMO Payment Gateway, MediaTek",Private Equity,50000000.0,2016,Large Startup
2015-01-27,CarDekho.com,Industry / Vertical,Sub-Vertical,City / Location,"Hillhouse Capital, Tybourne Capital",Private Equity,50000000.0,2015,Large Startup
2018-02-21,Udaan,ECommerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,50000000.0,2018,Large Startup
2019-12-11,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,50000000.0,2019,Large Startup
2018-02-08,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,50000000.0,2018,Large Startup
2015-06-04,Flipkart,eCommerce platform,eCommerce platform,Bengaluru,Morgan Stanley,Private Equity,50000000.0,2015,Large Startup
2019-12-03,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,50000000.0,2019,Large Startup
2015-10-26,Netmeds.com,Online Pharmacy,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,2015,Large Startup
2015-07-29,Zovi.com,Hyperlocal Deals Marketplace,Hyperlocal Deals Marketplace,Bengaluru,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Equity,50000000.0,2015,Large Startup
2015-06-15,Homelane,Home Furnishing Solutions,Home Furnishing Solutions,Bengaluru,Sequoia Capital,Private Equity,50000000.0,2015,Large Startup
2015-04-09,Urban Ladder,Online Furnishing,Online Furnishing,Bengaluru,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000.0,2015,Large Startup
2018-11-06,Meesho,ECommerce,Social Commerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,50000000.0,2018,Large Startup
2018-12-01,UrbanClap Technologies Pvt. Ltd,Services Platform,Home services marketplace,Delhi,Steadview Capital and Vy Capital.,Series D,50000000.0,2018,Large Startup
2017-09-19,High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,50000000.0,2017,Large Startup
2015-01-14,RateGain,Industry / Vertical,Sub-Vertical,City / Location,TA Associates,Private Equity,50000000.0,2015,Large Startup
2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,Tekne Capital Management LLC,Private Equity,50000000.0,2017,Large Startup
2019-05-02,Zenoti,Saas,Beauty and Wellness Industry,Hyderabad,Tiger Global Management,Series C,50000000.0,2019,Large Startup
